,geometry,top_tags,name,centroids,lon,lat,top_category
144,"POLYGON ((-122.47530470418782 37.747611295096085, -122.4783682 37.7484256, -122.4789998563184 37.74876714081347, -122.4758901355096 37.75028485929286, -122.47530470418782 37.747611295096085))","place of worship, cafe, sandwich, fire station, religion jewish",Cluster # 144: Quintara Street,POINT (-122.47677670378602 37.74885389828225),-122.47677670378602,37.74885389828225,place of worship
145,"POLYGON ((-122.4462577 37.7545867, -122.446718 37.7549931, -122.4465856 37.7549658, -122.4465152 37.7549162, -122.4462577 37.7545867))","binoculars, tacos, californian, tex-mex, caribbean], dtype=object)",Cluster # 145: [],POINT (-122.4465067934756 37.75484336121765),-122.4465067934756,37.75484336121765,binoculars
146,"POLYGON ((-122.46162501139565 37.72485797596062, -122.4628871 37.7253385, -122.4649774 37.7265089, -122.46162501139565 37.72485797596062))","restaurant, chinese, pizza, place of worship, drink:beer",Cluster # 146: Ocean Avenue,POINT (-122.46316317046521 37.72556845865354),-122.46316317046521,37.72556845865354,restaurant
147,"POLYGON ((-122.4104685 37.7992129, -122.4123717 37.8001671, -122.4122253 37.8018669, -122.40938448148773 37.802557388327365, -122.408897 37.8015047, -122.4090839 37.8005954, -122.409326 37.800326, -122.4104685 37.7992129))","restaurant, italian, wheelchair, outdoor seating, cafe",Cluster # 147: Columbus Avenue,POINT (-122.41063217014414 37.80097124352138),-122.41063217014414,37.80097124352138,restaurant
148,"POLYGON ((-122.41645663160422 37.763397026470955, -122.418559 37.7634003, -122.4197746 37.7641235, -122.4202633215041 37.76479103158459, -122.4204315 37.7651442, -122.4196601 37.7664758, -122.417422 37.766319, -122.416377 37.7635121, -122.41645663160422 37.763397026470955))","restaurant, wheelchair, bank, mexican, theatre",Cluster # 148: 16th Street,POINT (-122.41841106935334 37.764889518049095),-122.41841106935334,37.764889518049095,restaurant
149,"POLYGON ((-122.4529946 37.7672262, -122.45427508279752 37.76988675689934, -122.4536249 37.7703369, -122.45101254185388 37.77015051509921, -122.4506115 37.7696736, -122.4506579 37.7684783, -122.4529946 37.7672262))","diet:vegetarian, restaurant, cafe, diet:vegan, fast food",Cluster # 149: Haight Street,POINT (-122.45236667287446 37.769053256920266),-122.45236667287446,37.769053256920266,diet:vegetarian
150,"POLYGON ((-122.45173292022909 37.774862430176675, -122.45248488172328 37.77552253904952, -122.45316901200496 37.77621268235352, -122.4519496762797 37.776515356728694, -122.45173292022909 37.774862430176675))","library, bicycle rental, denomination catholic, religion christian, place of worship",Cluster # 150: Fulton Street,POINT (-122.45228946299427 37.775853113708564),-122.45228946299427,37.775853113708564,library
151,"POLYGON ((-122.39140902681012 37.73496058652519, -122.39291535308435 37.735419484979616, -122.39626165812567 37.73767811654736, -122.3904798 37.7361473, -122.3905708 37.7358435, -122.39140902681012 37.73496058652519))","place of worship, religion christian, denomination baptist, cafe, restaurant",Cluster # 151: Oakdale Avenue,POINT (-122.39283157753829 37.73620781622325),-122.39283157753829,37.73620781622325,place of worship
152,"POLYGON ((-122.421422 37.7583431, -122.4235009 37.7598361, -122.4216937 37.7611123, -122.4213626 37.7610968, -122.4194313 37.7606315, -122.41897635 37.75986695, -122.41894 37.7597918, -122.4189279 37.7589506, -122.4195545 37.7585218, -122.4203908 37.758424, -122.421422 37.7583431))","restaurant, bar, wheelchair, mexican, diet:vegan",Cluster # 152: Valencia Street,POINT (-122.42095188201051 37.7596997643088),-122.42095188201051,37.7596997643088,restaurant
153,"POLYGON ((-122.46556102411829 37.78065052630669, -122.4666293 37.7807359, -122.4653765 37.7822972, -122.4625151 37.7813003, -122.4644592 37.780834, -122.46556102411829 37.78065052630669))","restaurant, fast food, barbecue, cafe, korean",Cluster # 153: Geary Boulevard,POINT (-122.46483366799609 37.781355881956266),-122.46483366799609,37.781355881956266,restaurant
154,"POLYGON ((-122.4484153 37.7973765, -122.4525944 37.7996708, -122.4512476 37.8027758, -122.4474827 37.8021521, -122.44452 37.798587, -122.4484153 37.7973765))","restaurant, wheelchair, fountain, theatre, pizza",Cluster # 154: ['Lombard Street' 'Lyon Street'],POINT (-122.44882185972654 37.80004480786252),-122.44882185972654,37.80004480786252,restaurant
155,"POLYGON ((-122.403917 37.7892684, -122.4058624 37.7896936, -122.4061028 37.7898689, -122.40652555692049 37.79073989881716, -122.405811 37.791264, -122.404195 37.7906287, -122.4037967 37.7902169, -122.4037025 37.789741, -122.4036776 37.7896134, -122.403917 37.7892684))","restaurant, wheelchair, cafe, fast food, drink:beer",Cluster # 155: Kearny Street,POINT (-122.40507796577765 37.79023163541177),-122.40507796577765,37.79023163541177,restaurant
156,"POLYGON ((-122.41136402173667 37.789634436912166, -122.4123769 37.7898574, -122.4135566 37.7910709, -122.4139404 37.7916368, -122.4131398 37.7942156, -122.4100088 37.792141, -122.4102346 37.7900926, -122.4105921 37.7898391, -122.41136402173667 37.789634436912166))","restaurant, wheelchair, bar, fountain, outdoor seating",Cluster # 156: Bush Street,POINT (-122.4119614812833 37.791679364538226),-122.4119614812833,37.791679364538226,restaurant
157,"POLYGON ((-122.444289 37.712893, -122.4445763 37.7131382, -122.44421214057014 37.71352987304174, -122.442863 37.7145798, -122.4423257 37.7146896, -122.444289 37.712893))","restaurant, mexican, seafood, salvadoran, breakfast], dtype=object)",Cluster # 157: Mission Street,POINT (-122.44358216862278 37.71377902618088),-122.44358216862278,37.71377902618088,restaurant
158,"POLYGON ((-122.4272328 37.7341565, -122.4243376 37.7359417, -122.4240228 37.7361346, -122.42119197325466 37.73634446278218, -122.4272328 37.7341565))","denomination catholic, place of worship, religion christian, restaurant, salvadoran",Cluster # 158: Mission Street,POINT (-122.42414993489858 37.73554509235692),-122.42414993489858,37.73554509235692,denomination catholic
159,"POLYGON ((-122.50518093385168 37.760246905219255, -122.5060654 37.7602883, -122.50464133064851 37.76141838153507, -122.50305635459776 37.76080672887893, -122.5030274 37.7607638, -122.50518093385168 37.760246905219255))","restaurant, place of worship, denomination presbyterian, diet:vegetarian, diet:vegan",Cluster # 159: Judah Street,POINT (-122.50459229557046 37.76076245746942),-122.50459229557046,37.76076245746942,restaurant
160,"POLYGON ((-122.380804 37.7279864, -122.38135101306666 37.728297687029716, -122.38264274668161 37.72992427297289, -122.380804 37.7279864))","religion christian, place of worship, denomination baptist, drink:beer, fish and chips",Cluster # 160: ['Oakdale Avenue' 'Palou Avenue'],POINT (-122.3815992532494 37.728736120000875),-122.3815992532494,37.728736120000875,religion christian
161,"POLYGON ((-122.49055613820425 37.75099115953974, -122.4927608 37.7533282, -122.4860827 37.7574305, -122.486916 37.7546528, -122.49055613820425 37.75099115953974))","religion christian, place of worship, denomination lutheran, sushi, fire station",Cluster # 161: Noriega Street,POINT (-122.48936612969112 37.75401492002216),-122.48936612969112,37.75401492002216,religion christian
162,"POLYGON ((-122.4088875 37.7855488, -122.409371 37.7859515, -122.4094373 37.7860337, -122.4095446 37.7863151, -122.409593 37.7866072, -122.40805483819125 37.787773258463474, -122.40755691300218 37.78812678150796, -122.40697499508714 37.788092850915476, -122.406991 37.7857295, -122.4088875 37.7855488))","restaurant, cafe, wheelchair, bar, indoor seating",Cluster # 162: O'Farrell Street,POINT (-122.4080577264899 37.78668187598184),-122.4080577264899,37.78668187598184,restaurant
163,"POLYGON ((-122.4568133 37.7998443, -122.4577186 37.8001342, -122.4579632 37.8006221, -122.4574428 37.8012937, -122.4551206 37.8039455, -122.45549550929324 37.8016519145445, -122.4559803 37.8008992, -122.4568133 37.7998443))","vending machine, bicycle rental, restaurant, public bookcase, fire station",Cluster # 163: Lincoln Boulevard,POINT (-122.45645191235211 37.801508550477216),-122.45645191235211,37.801508550477216,vending machine
164,"POLYGON ((-122.49030335310235 37.775101893610824, -122.491831 37.7760951, -122.4874929 37.7760522, -122.48784016352977 37.77591448194656, -122.49030335310235 37.775101893610824))","place of worship, restaurant, religion jewish, religion christian, denomination lutheran",Cluster # 164: Balboa Street,POINT (-122.48985810424335 37.775748932541724),-122.48985810424335,37.775748932541724,place of worship
165,"POLYGON ((-122.435253 37.7591647, -122.43749758785262 37.76029324901795, -122.43741 37.7608371, -122.4369026 37.7608804, -122.4366188 37.7609018, -122.4348657 37.7610068, -122.43472239921527 37.76072530925644, -122.4347196 37.7594068, -122.435253 37.7591647))","restaurant, cafe, fast food, bank, chinese",Cluster # 165: Castro Street,POINT (-122.43586758131615 37.76023532665228),-122.43586758131615,37.76023532665228,restaurant
166,"POLYGON ((-122.41191572255462 37.76978895669044, -122.4133375 37.7699933, -122.4152136 37.7708545, -122.4149626 37.7728111, -122.4146932 37.7732628, -122.4121937 37.7731291, -122.41182218468545 37.77232133619864, -122.4118771 37.7700376, -122.41191572255462 37.76978895669044))","restaurant, nightclub, cafe, bar, wheelchair",Cluster # 166: ['11th Street' 'Folsom Street'],POINT (-122.41339387585478 37.77162629511019),-122.41339387585478,37.77162629511019,restaurant
167,"POLYGON ((-122.3999163 37.7936713, -122.401137 37.7939101, -122.401644 37.794484, -122.4009685 37.7955107, -122.40000664264196 37.795524772049305, -122.3987013 37.7950723, -122.3987561 37.7939149, -122.3990314 37.7937743, -122.3999163 37.7936713))","wheelchair, cafe, bank, restaurant, coffee shop",Cluster # 167: Battery Street,POINT (-122.4000802043192 37.79458678516652),-122.4000802043192,37.79458678516652,wheelchair
168,"POLYGON ((-122.459829 37.772308, -122.4605963 37.7725735, -122.46147662238296 37.77533003573982, -122.4582933 37.7757214, -122.458271 37.7753633, -122.4586946 37.7745171, -122.459829 37.772308))","place of worship, religion christian, denomination jehovahs witness, outdoor seating, historic",Cluster # 168: Arguello Boulevard,POINT (-122.45992512964636 37.774298681023126),-122.45992512964636,37.774298681023126,place of worship
169,"POLYGON ((-122.4208848 37.7437805, -122.4219927 37.7438727, -122.422811 37.7441456, -122.42215052054931 37.745826749307724, -122.4202183 37.7455949, -122.4198917 37.7453358, -122.4199714 37.7451982, -122.420005 37.7451409, -122.4207149 37.7440257, -122.4208848 37.7437805))","restaurant, bar, japanese, wheelchair, thai], dtype=object)",Cluster # 169: Mission Street,POINT (-122.42140201945845 37.74481255924414),-122.42140201945845,37.74481255924414,restaurant
170,"POLYGON ((-122.4246875 37.7861076, -122.4271935 37.7879847, -122.42669512312466 37.788601172626166, -122.4238912 37.7890915, -122.42354 37.7886118, -122.423429 37.7881683, -122.4231846 37.7869905, -122.423403 37.7865219, -122.4246875 37.7861076))","restaurant, place of worship, religion christian, cafe, pharmacy",Cluster # 170: Bush Street,POINT (-122.42489129372244 37.78770012106294),-122.42489129372244,37.78770012106294,restaurant
171,"POLYGON ((-122.4021559 37.7793997, -122.40409982427333 37.77941680457577, -122.4042133 37.7806732, -122.4027114 37.7830398, -122.4002187 37.7810491, -122.401924 37.7794096, -122.4021559 37.7793997))","restaurant, cafe, sushi, french, kebab], dtype=object)",Cluster # 171: Folsom Street,POINT (-122.4024538029595 37.78090409148392),-122.4024538029595,37.78090409148392,restaurant
172,"POLYGON ((-122.47727174999999 37.761441149999996, -122.47999596571239 37.7631010856775, -122.48000765365083 37.76369001222236, -122.4781609 37.7652442, -122.4775972404515 37.76519324781706, -122.47703265 37.765130500000005, -122.4768338 37.76383145, -122.47676411691602 37.76230173883807, -122.4768674 37.7620107, -122.47727174999999 37.761441149999996))","restaurant, cafe, bank, place of worship, religion christian",Cluster # 172: Irving Street,POINT (-122.47810480571302 37.76346024440274),-122.47810480571302,37.76346024440274,restaurant
173,"POLYGON ((-122.42904099079323 37.79678920325249, -122.4332104 37.7972721, -122.432983189853 37.797632162136544, -122.4295323 37.7979631, -122.4276333 37.7980117, -122.42904099079323 37.79678920325249))","restaurant, bar, cafe, fast food, bank",Cluster # 173: Union Street,POINT (-122.43026592403211 37.79745084026081),-122.43026592403211,37.79745084026081,restaurant
174,"POLYGON ((-122.4103878 37.7574269, -122.4115977 37.7575762, -122.4126981 37.7589056, -122.41134969999999 37.76027005, -122.4110872 37.7601585, -122.41021097831381 37.75958589565857, -122.4099362 37.7590507, -122.409452 37.7577226, -122.4094386 37.7575118, -122.4103878 37.7574269))","wheelchair, restaurant, bar, cafe, coffee shop",Cluster # 174: 21st Street,POINT (-122.41100508212166 37.75868052593185),-122.41100508212166,37.75868052593185,wheelchair
175,"POLYGON ((-122.39923488036446 37.75740366091593, -122.4021755596094 37.75824855343615, -122.40221529627638 37.75858875065526, -122.397803 37.759835, -122.39923488036446 37.75740366091593))","place of worship, religion christian, fire station, denomination baptist, cafe",Cluster # 175: Rhode Island Street,POINT (-122.39989325508269 37.758557545743535),-122.39989325508269,37.758557545743535,place of worship
176,"POLYGON ((-122.4161381 37.7752822, -122.4172404 37.7766627, -122.41733 37.7770688, -122.4170055 37.7775104, -122.41435403409987 37.776757589621106, -122.4141258 37.7760405, -122.4161381 37.7752822))","cafe, fast food, coffee shop, restaurant, pizza",Cluster # 176: ['9th Street' 'Market Street'],POINT (-122.41581961750443 37.776428186495544),-122.41581961750443,37.776428186495544,cafe
177,"POLYGON ((-122.4837730414167 37.75366272628618, -122.4842595 37.7541015, -122.4821492 37.7541976, -122.4812249 37.754211, -122.4803186 37.7542212, -122.4804744 37.7541685, -122.4816068 37.75388, -122.4837730414167 37.75366272628618))","restaurant, vending machine, chinese, cafe, coffee shop",Cluster # 177: Noriega Street,POINT (-122.4825712746913 37.75399119194511),-122.4825712746913,37.75399119194511,restaurant
178,"POLYGON ((-122.4327193 37.7272028, -122.4349091 37.7298708, -122.4296241 37.7301389, -122.43058803245167 37.7277870632522, -122.4327193 37.7272028))","fuel, social facility, latin american, bar, fast food",Cluster # 178: [],POINT (-122.43208262271244 37.728909346362286),-122.43208262271244,37.728909346362286,fuel
179,"POLYGON ((-122.4654532 37.7770459, -122.4648238 37.777325, -122.4638945 37.7775209, -122.4628265 37.7773986, -122.4615797 37.7772449, -122.4630916 37.7771535, -122.4635232 37.7771286, -122.4641893 37.7770904, -122.4654532 37.7770459))","restaurant, japanese, sushi, burger, place of worship",Cluster # 179: Balboa Street,POINT (-122.46372267663749 37.77726665125497),-122.46372267663749,37.77726665125497,restaurant
180,"POLYGON ((-122.390034 37.754357, -122.39350466516159 37.75443446767647, -122.392872 37.757499, -122.391907 37.7576871, -122.390034 37.754357))","cafe, wheelchair, bicycle rental, outdoor seating, coffee shop",Cluster # 180: Pennsylvania Avenue,POINT (-122.39200363193848 37.755701448177156),-122.39200363193848,37.755701448177156,cafe
181,"POLYGON ((-122.38656266523877 37.76548279008494, -122.3868985 37.7687441, -122.3860138 37.7718729, -122.38656266523877 37.76548279008494))","seafood, restaurant, ferry terminal, pub, craft brewery",Cluster # 181: Warriors Way,POINT (-122.3864916550796 37.76869993002832),-122.3864916550796,37.76869993002832,seafood
182,"POLYGON ((-122.4044345 37.7300568, -122.4052048933253 37.730697438183675, -122.406123 37.7325383, -122.40631792467562 37.733302040052166, -122.39950871287128 37.732099689316506, -122.40283017674895 37.73063471467963, -122.4044345 37.7300568))","restaurant, fuel, asian, place of worship, religion christian",Cluster # 182: San Bruno Avenue,POINT (-122.40354814307572 37.731780036649795),-122.40354814307572,37.731780036649795,restaurant
183,"POLYGON ((-122.45265252566526 37.76346157374451, -122.4583748 37.7635408, -122.4582307542632 37.768297550756, -122.4528662 37.7666454, -122.45233549637165 37.76440510286508, -122.45265252566526 37.76346157374451))","restaurant, coffee shop, cafe, fast food, pizza",Cluster # 183: ['Parnassus Avenue' 'Stanyan Street'],POINT (-122.45563746768813 37.76547616472056),-122.45563746768813,37.76547616472056,restaurant
184,"POLYGON ((-122.4766201 37.7518296, -122.4798341 37.7539454, -122.4796014 37.7542497, -122.47885003508334 37.75436386939123, -122.47701053444922 37.754431289205705, -122.47669735017328 37.75399350941364, -122.47606935000002 37.7526934, -122.476044 37.7521812, -122.4766201 37.7518296))","restaurant, cafe, bank, chinese, bar",Cluster # 184: Noriega Street,POINT (-122.47763226196594 37.753373854532455),-122.47763226196594,37.753373854532455,restaurant
185,"POLYGON ((-122.390839 37.7945037, -122.3926824 37.7949527, -122.39430269914224 37.79540941607988, -122.39524 37.7973773, -122.3946825 37.797602, -122.3919595 37.7962682, -122.390839 37.7945037))","wheelchair, ferry terminal, restaurant, cafe, fast food",Cluster # 185: Ferry Plaza,POINT (-122.39321269763612 37.796013554414564),-122.39321269763612,37.796013554414564,wheelchair
186,"POLYGON ((-122.4172998 37.7813048, -122.418005 37.7814398, -122.4180705 37.7818375, -122.41808830337122 37.78194679698371, -122.41713049959955 37.78256484367116, -122.415712 37.7832537, -122.4153387 37.7817931, -122.4167275 37.7813816, -122.4172998 37.7813048))","restaurant, wheelchair, fast food, sandwich, cafe",Cluster # 186: Golden Gate Avenue,POINT (-122.41661805604559 37.78211102107879),-122.41661805604559,37.78211102107879,restaurant
187,"POLYGON ((-122.470244 37.7145139, -122.4720372 37.7162019, -122.472938 37.7181821, -122.4719165 37.7193763, -122.4662383 37.7174839, -122.470244 37.7145139))","place of worship, religion christian, fuel, pizza, vending machine",Cluster # 187: [],POINT (-122.47006941146746 37.71712305417571),-122.47006941146746,37.71712305417571,place of worship
188,"POLYGON ((-122.482791 37.7818993, -122.4841797 37.7821795, -122.4829971 37.783861, -122.4819637 37.7841475, -122.47898152366851 37.78394180900163, -122.482791 37.7818993))","cafe, restaurant, place of worship, pizza, barbecue",Cluster # 188: Clement Street,POINT (-122.48196192746343 37.783168088667395),-122.48196192746343,37.783168088667395,cafe
189,"POLYGON ((-122.46675261862885 37.781362587479485, -122.46814719433058 37.78184884297468, -122.4688161 37.7826281, -122.4685524 37.7828962, -122.46568497710122 37.78316086166681, -122.4658811 37.7827776, -122.46675261862885 37.781362587479485))","restaurant, wheelchair, fast food, cafe, japanese",Cluster # 189: Clement Street,POINT (-122.46723490057326 37.782387970069834),-122.46723490057326,37.782387970069834,restaurant
190,"POLYGON ((-122.41115954292597 37.7454324327167, -122.41313783752926 37.745843191802535, -122.4114 37.7472841, -122.408466 37.748191, -122.41115954292597 37.7454324327167))","place of worship, religion christian, fuel, outdoor seating, bicycle rental",Cluster # 190: ['Bryant Street' 'Folsom Street'],POINT (-122.41094418975224 37.746666473607206),-122.41094418975224,37.746666473607206,place of worship
191,"POLYGON ((-122.417982 37.7945086, -122.4183001 37.7946407, -122.4190741 37.7954499, -122.4203437 37.7979647, -122.4189485 37.7993326, -122.41687791563858 37.796403452376225, -122.417982 37.7945086))","restaurant, sushi, italian, wings, wine], dtype=object)",Cluster # 191: Hyde Street,POINT (-122.41860057686047 37.79690771983178),-122.41860057686047,37.79690771983178,restaurant
192,"POLYGON ((-122.4466198 37.7871293, -122.4471625 37.7884638, -122.4463583 37.7902349, -122.44623031915816 37.79041528047593, -122.4433048 37.7910402, -122.44485671767015 37.78887716693981, -122.4466198 37.7871293))","place of worship, religion christian, wheelchair, restaurant, italian",Cluster # 192: Sacramento Street,POINT (-122.44558373518014 37.789331613751756),-122.44558373518014,37.789331613751756,place of worship
193,"POLYGON ((-122.387046 37.778192, -122.3906382 37.7793475, -122.3913571 37.7801929, -122.3928787 37.7822232, -122.3926613 37.7825015, -122.3889689 37.7827116, -122.387865 37.7819219, -122.387046 37.778192))","restaurant, cafe, mexican, bicycle rental, tacos",Cluster # 193: 2nd Street,POINT (-122.38965348726045 37.78079377584461),-122.38965348726045,37.78079377584461,restaurant
194,"POLYGON ((-122.3971767 37.7878534, -122.3974925 37.7886913, -122.396377 37.7905358, -122.3946231 37.7898419, -122.3942787 37.7896919, -122.393156 37.7887269, -122.3936135 37.7882409, -122.395684 37.7880022, -122.3971767 37.7878534))","cafe, vending machine, coffee shop, restaurant, fast food",Cluster # 194: Howard Street,POINT (-122.3955492900025 37.78899874877601),-122.3955492900025,37.78899874877601,cafe
195,"POLYGON ((-122.3955003 37.7843791, -122.39675 37.7857739, -122.3941991618283 37.787161678158945, -122.3941939 37.7868886, -122.395264 37.7846572, -122.3955003 37.7843791))","restaurant, wheelchair, cafe, regional, bicycle rental",Cluster # 195: 2nd Street,POINT (-122.3954102759493 37.785776830865544),-122.3954102759493,37.785776830865544,restaurant
196,"POLYGON ((-122.446262 37.7207759, -122.4494426 37.7257108, -122.4441965 37.7230834, -122.4441399 37.7226986, -122.446262 37.7207759))","restaurant, place of worship, nightclub, barbecue, fast food",Cluster # 196: San Jose Avenue,POINT (-122.44654507987103 37.723139692647926),-122.44654507987103,37.723139692647926,restaurant
197,"POLYGON ((-122.4304933 37.7848742, -122.4317191 37.78488, -122.43177704999998 37.7853942, -122.43092139113858 37.786668578942994, -122.4300656 37.7862106, -122.4299042 37.7858747, -122.42992630417197 37.785190065520965, -122.4304933 37.7848742))","restaurant, japanese, sushi, cafe, wheelchair",Cluster # 197: Post Street,POINT (-122.4307950855166 37.785617447830944),-122.4307950855166,37.785617447830944,restaurant
198,"POLYGON ((-122.4077286 37.7938296, -122.40808571791884 37.79389406705472, -122.4082588 37.7939463, -122.4098038 37.7944211, -122.4103018 37.7947543, -122.4102155228208 37.795222455991286, -122.4097712 37.7955571, -122.408488 37.7962281, -122.4075523 37.7960034, -122.4073344 37.7955879, -122.4070074 37.7945605, -122.4077286 37.7938296))","place of worship, cafe, religion christian, restaurant, bubble tea",Cluster # 198: Stockton Street,POINT (-122.40852884175186 37.795016577503375),-122.40852884175186,37.795016577503375,place of worship
199,"POLYGON ((-122.448942 37.7790798, -122.4497777 37.7823339, -122.44889041250838 37.782622239984, -122.4456575 37.781824, -122.4455029 37.781721, -122.4472552 37.7792533, -122.448942 37.7790798))","cafe, fast food, bicycle rental, wheelchair, drink:beer",Cluster # 199: Geary Boulevard,POINT (-122.4478888673786 37.78095901445942),-122.4478888673786,37.78095901445942,cafe
200,"POLYGON ((-122.4419867 37.7824679, -122.44148969242546 37.78578590663798, -122.43977 37.7855574, -122.43763761852968 37.78497603367082, -122.4375962515522 37.784115837360275, -122.4419867 37.7824679))","cafe, wheelchair, social facility, restaurant, place of worship",Cluster # 200: Divisadero Street,POINT (-122.44006528059904 37.78431801536813),-122.44006528059904,37.78431801536813,cafe
201,"POLYGON ((-122.4079982 37.782693, -122.4105077 37.7841206, -122.4109965 37.7849883, -122.409082 37.7854683, -122.4089827 37.7854715, -122.4081544770098 37.78504548630465, -122.4077438 37.7842782, -122.4074139 37.7832739, -122.4079982 37.782693))","restaurant, fast food, cafe, vending machine, indian",Cluster # 201: Mason Street,POINT (-122.40901786108543 37.78423407250214),-122.40901786108543,37.78423407250214,restaurant
202,"POLYGON ((-122.4024564 37.7920548, -122.4042754 37.7928525, -122.4029279 37.7944715, -122.4015076 37.7941595, -122.4009003 37.7932255, -122.4016425 37.7921456, -122.4020161 37.7920915, -122.4024564 37.7920548))","wheelchair, bank, restaurant, cafe, fast food",Cluster # 202: Montgomery Street,POINT (-122.40246552963357 37.79321727946132),-122.40246552963357,37.79321727946132,wheelchair
203,"POLYGON ((-122.42331483350567 37.74854683576237, -122.42344817698967 37.74940208363652, -122.422723 37.7518835, -122.4204179 37.7511348, -122.4201368 37.7504408, -122.4198786 37.7492396, -122.4202077 37.7490224, -122.4213959 37.7487462, -122.42331483350567 37.74854683576237))","restaurant, religion christian, place of worship, bar, drink:beer",Cluster # 203: Valencia Street,POINT (-122.42176444482108 37.75004995204477),-122.42176444482108,37.75004995204477,restaurant
204,"POLYGON ((-122.46638793611045 37.739733253575146, -122.46714554848548 37.740015098645664, -122.46615017496944 37.741368014015904, -122.46532184214627 37.741743773603055, -122.4646429 37.7406321, -122.4648289 37.7405002, -122.46638793611045 37.739733253575146))","restaurant, fast food, american, bar, cafe",Cluster # 204: West Portal Avenue,POINT (-122.4658511402901 37.74067451394081),-122.4658511402901,37.74067451394081,restaurant
205,"POLYGON ((-122.4324396 37.7992905, -122.434791 37.8001749, -122.43413392742448 37.80137920259178, -122.4305743 37.8007042, -122.43063555422715 37.800328249847574, -122.4324396 37.7992905))","restaurant, fuel, bicycle rental, diet:vegetarian, wheelchair",Cluster # 205: Lombard Street,POINT (-122.43277802902169 37.800378746008555),-122.43277802902169,37.800378746008555,restaurant
206,"POLYGON ((-122.39634284833963 37.71980125564635, -122.39828228912346 37.72086234911156, -122.39597850484306 37.72294021624252, -122.3913862 37.7211494, -122.39634284833963 37.71980125564635))","religion christian, place of worship, telephone, denomination baptist, denomination church of god in christ",Cluster # 206: 3rd Street,POINT (-122.3952600567946 37.72126819961454),-122.3952600567946,37.72126819961454,religion christian
207,"POLYGON ((-122.43185687021683 37.80529199775286, -122.4322073 37.806886, -122.4314698 37.8070428, -122.428852 37.8071314, -122.4274497 37.8058535, -122.43185687021683 37.80529199775286))","theatre, restaurant, cafe, drink:beer, drink:wine",Cluster # 207: Marina Boulevard,POINT (-122.4301338830208 37.8062718679022),-122.4301338830208,37.8062718679022,theatre
208,"POLYGON ((-122.4075973 37.7707911, -122.4091985 37.7709595, -122.40971419850871 37.77102670108624, -122.4108479 37.7721566, -122.40845406273066 37.773406727317685, -122.40749898945421 37.77239069477024, -122.4074042 37.7709607, -122.4074364 37.7707911, -122.4075973 37.7707911))","cafe, wheelchair, restaurant, music rehearsal place, coffee shop",Cluster # 208: ['9th Street' 'Bryant Street'],POINT (-122.40884422169226 37.77195765870781),-122.40884422169226,37.77195765870781,cafe
209,"POLYGON ((-122.4048651 37.7867205, -122.4057651 37.7875186, -122.4051177 37.7887882, -122.40338940760293 37.78898385165456, -122.403035 37.7888454, -122.4024347 37.7881779, -122.402605 37.7868903, -122.4048651 37.7867205))","cafe, wheelchair, indoor seating, fast food, bank",Cluster # 209: Market Street,POINT (-122.40400801375147 37.78782037469326),-122.40400801375147,37.78782037469326,cafe
210,"POLYGON ((-122.3951073 37.7734345, -122.3952888 37.7740899, -122.393624 37.7757606, -122.39306865000002 37.77596174999999, -122.3916086 37.7764346, -122.3940919 37.7742436, -122.3951073 37.7734345))","vending machine, restaurant, library, bicycle rental, cafe",Cluster # 210: ['4th Street' 'Berry Street'],POINT (-122.39376993961973 37.77498987663039),-122.39376993961973,37.77498987663039,vending machine
211,"POLYGON ((-122.4821815 37.7758945, -122.483211 37.7799785, -122.48306221177435 37.78057020858525, -122.4828730913447 37.7806809609268, -122.48022458493487 37.78082047707028, -122.4800563 37.7804394, -122.4799495 37.7801268, -122.4821815 37.7758945))","restaurant, vending machine, vietnamese, religion christian, place of worship",Cluster # 211: Geary Boulevard,POINT (-122.48173447783633 37.77907809543851),-122.48173447783633,37.77907809543851,restaurant
212,"POLYGON ((-122.4412363 37.7269655, -122.440809 37.7281695, -122.4405424 37.7285658, -122.44009574469464 37.72839557253006, -122.4412363 37.7269655))","religion christian, place of worship, ice cream, denomination evangelical, cafe",Cluster # 212: San Jose Avenue,POINT (-122.44066143509316 37.72796401708444),-122.44066143509316,37.72796401708444,religion christian
213,"POLYGON ((-122.388677 37.7554092, -122.3900365 37.7577593, -122.3878586 37.7591976, -122.38806 37.7577111, -122.388677 37.7554092))","restaurant, wheelchair, cafe, religion christian, bar",Cluster # 213: 3rd Street,POINT (-122.38881766733111 37.757454398537156),-122.38881766733111,37.757454398537156,restaurant
214,"POLYGON ((-122.44603677225713 37.76948750383511, -122.446832 37.7701389, -122.44617665135428 37.77138645137668, -122.44524389089193 37.77115503617135, -122.4438036 37.7705255, -122.4439816 37.770289, -122.44603677225713 37.76948750383511))","diet:vegetarian, diet:vegan, cafe, restaurant, american",Cluster # 214: Haight Street,POINT (-122.44551302183287 37.770440346192046),-122.44551302183287,37.770440346192046,diet:vegetarian
215,"POLYGON ((-122.3985819 37.736875, -122.40427194454054 37.73699161332817, -122.4031529 37.74044, -122.3985819 37.736875))","religion christian, place of worship, animal boarding, drink:sake, denomination baptist",Cluster # 215: ['Apparel Way' 'Elmira Street'],POINT (-122.4020022481802 37.738102204442725),-122.4020022481802,37.738102204442725,religion christian
